bysex,bystlang,byincome,stu_exp,par_asp,mth_read,mth_test,rd_test,freelnch,stu_tch,putdownt,safe,disrupt,gangs,rac_fght,fair,strict,stolen,drugs,t_hurt,p_fight,hit,damaged,bullied,late,skipped
2,1,9,6,7,65.57,62.85,66.31,1,2,3,4,3,4,4,2,2,1,1,1,1,1,1,1,2,1
2,1,13,6,6,58.98,52.12,64.71,1,2,2,3,3,4,4,4,2,1,2,1,1,1,1,2,2,2
2,1,11,6,5,54.54,53.9,54.61,3,2,2,4,3,4,4,1,2,1,1,1,1,1,1,1,5,2
1,1,12,5,6,61.5,55.6,65.94,1,2,3,3,2,3,2,3,3,2,1,2,1,3,1,1,2,1
NA,NA,9,NA,6,57.4,58.58,55.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,12,6,6,54.98,50.29,59.04,1,1,3,3,3,3,3,2,4,1,1,2,1,NA,2,2,2,2
2,1,11,6,7,59.16,59.71,57.44,6,2,4,4,3,4,4,2,2,1,1,1,1,1,1,1,3,1
1,1,11,5,7,58.18,59.98,55.34,1,3,4,4,2,3,3,2,2,2,2,1,1,1,1,1,3,1
1,1,12,6,6,52.15,52.14,51.89,1,2,4,4,3,4,4,2,2,2,1,1,1,2,2,2,2,1
2,1,12,6,7,55.95,52.36,58.79,1,2,3,2,3,2,3,2,3,2,1,1,1,1,1,1,3,3
2,1,11,7,5,46.37,46,47.21,1,2,4,4,3,4,4,3,2,1,1,1,1,1,1,1,2,1
1,1,11,5,5,42.87,47.08,39.57,1,2,3,3,1,4,4,2,4,1,2,1,1,1,2,3,1,2
1,1,12,6,6,48.8,48.57,49.18,1,3,3,3,3,3,3,4,1,1,1,1,1,1,1,1,2,1
1,0,8,6,7,51.85,50.1,53.37,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,1
1,1,12,7,6,56.58,55,57.32,1,2,3,4,3,4,4,3,1,2,2,1,1,1,1,1,3,1
1,1,11,7,7,49.5,46.93,52.14,1,2,3,3,2,3,3,3,2,1,1,1,1,1,1,1,3,1
2,1,11,5,5,48.37,48.39,48.57,1,2,2,3,NA,3,NA,2,2,2,1,1,1,1,1,1,1,1
2,1,11,7,6,53.83,46.91,60.27,1,2,3,3,2,3,3,2,2,2,1,1,1,1,1,1,2,1
2,1,12,5,7,67.68,57.43,75.68,1,2,3,4,4,4,4,2,3,1,1,1,1,1,1,1,3,2
2,1,9,5,5,62.48,62,61.38,1,2,3,4,4,4,4,2,3,1,1,1,1,1,1,3,5,1
1,1,3,2,7,38.99,39.81,39.57,1,3,3,3,2,3,3,2,3,3,2,2,1,1,1,2,5,2
1,1,10,7,7,68.01,70.75,62.98,1,1,3,4,3,4,4,1,2,1,1,1,1,1,1,2,1,1
2,0,9,6,5,58.48,56.48,59.41,1,2,3,4,3,4,4,3,1,1,1,1,1,1,1,1,2,1
2,0,12,7,6,45.64,46.72,45.12,1,2,2,3,2,3,3,NA,2,2,1,1,1,2,2,1,4,2
2,1,10,5,7,56.34,63.68,48.2,1,2,3,4,3,4,3,3,2,1,1,1,1,1,1,1,2,1
2,1,5,5,5,54,50.42,57.07,1,2,3,4,2,3,4,2,2,1,1,1,1,1,1,1,2,1
1,1,13,6,6,55.49,56.55,53.74,1,2,2,3,2,4,4,2,2,2,1,1,1,1,1,1,2,1
1,0,12,7,7,58.98,62.58,54.24,1,2,4,4,3,4,4,2,2,2,1,1,1,2,2,1,4,2
1,1,13,6,6,57.93,58.27,56.58,1,1,4,4,3,4,3,2,2,2,1,2,1,1,2,1,3,1
1,1,13,6,6,68.98,67.51,68.04,1,2,3,4,3,4,4,2,2,1,1,2,3,3,2,1,2,1
1,1,12,5,5,49.09,56.76,41.54,1,2,3,4,2,4,4,2,2,1,1,1,1,2,1,1,1,1
1,1,12,6,6,46.82,47.57,46.47,1,1,4,4,4,4,4,1,3,2,1,1,1,1,1,1,5,1
1,1,13,5,5,51.47,60.97,41.79,1,2,4,4,2,3,2,2,3,1,1,1,1,1,1,1,2,1
2,1,11,5,4,43.21,44.15,43.14,1,2,4,4,3,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,12,NA,5,49.27,53.64,44.99,1,2,3,4,4,4,4,3,4,1,3,1,1,1,1,1,2,1
2,1,12,7,6,60,58.09,60.64,1,1,3,4,1,4,4,2,3,1,1,1,1,1,1,3,3,1
1,1,11,NA,6,70.08,70.81,66.8,1,2,4,4,3,4,4,2,2,2,1,1,2,2,1,2,2,1
2,1,12,7,7,64.32,56.7,70.13,1,2,4,4,2,4,4,1,2,1,1,1,1,1,1,1,3,1
1,1,10,5,5,33.97,36.45,33.53,7,4,2,3,1,1,4,3,4,3,1,1,1,1,1,1,2,1
2,1,2,5,7,32.75,29.48,38.22,7,2,4,4,3,4,4,3,3,1,3,2,2,2,1,2,1,2
2,1,11,5,7,52.69,49.94,55.1,5,2,3,3,3,3,3,3,3,2,2,1,1,2,2,1,4,3
1,1,9,6,5,53.39,56.3,50.05,5,2,4,4,3,4,4,3,3,2,1,1,3,3,1,1,2,2
NA,NA,9,NA,7,55.51,55.92,54.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,7,6,5,54.89,56.28,52.88,1,2,3,3,1,3,4,2,3,1,1,1,1,1,1,1,1,1
2,1,11,5,5,60.58,58.31,61.51,1,2,3,3,3,3,2,2,3,2,1,1,1,1,1,1,3,1
1,1,11,5,5,50.34,49.25,51.4,1,2,3,4,2,4,4,2,3,1,1,1,1,1,1,1,1,1
2,1,11,5,6,59.84,59.64,58.79,1,3,3,3,2,3,3,2,3,2,1,1,1,1,2,1,2,1
1,1,10,5,7,50.17,47.33,53,1,3,3,4,4,4,4,3,2,1,1,1,1,2,1,1,5,1
2,1,6,5,6,44.51,43.5,46.23,1,2,3,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1
2,1,10,7,6,57.85,58.74,55.96,1,2,3,4,3,4,4,2,2,2,1,1,1,1,1,1,3,1
2,1,13,6,5,57.38,58.35,55.47,1,2,3,4,3,4,4,1,2,1,1,1,1,1,1,1,2,1
1,1,12,7,5,65,64.87,63.23,2,2,2,3,2,3,4,4,2,1,1,2,1,3,2,2,2,1
1,1,11,5,5,57.73,56.42,58.06,2,2,3,3,3,3,3,4,4,2,1,1,1,2,1,2,4,1
2,1,9,5,4,40.76,39.19,43.51,1,2,4,4,NA,4,4,2,NA,2,1,1,1,1,1,1,3,1
1,1,9,5,5,66.49,60.27,70.62,1,2,3,4,3,4,4,3,1,1,1,1,1,1,1,1,1,1
2,1,10,7,6,68.47,69.52,65.08,1,1,4,4,3,4,4,2,2,1,1,1,1,1,1,1,2,1
2,1,8,7,7,65.37,65.68,63.11,1,2,3,4,3,4,4,2,4,1,3,3,1,1,1,3,2,1
1,1,12,6,6,66.88,67.53,64.09,1,2,3,4,4,4,4,2,1,1,1,2,1,3,1,3,1,1
1,1,13,7,7,67.32,68.72,63.72,1,2,3,4,4,4,4,2,1,1,1,1,1,1,1,1,2,1
1,1,13,6,7,61.62,62.73,59.04,1,1,3,4,1,4,4,1,2,1,1,2,1,1,1,2,1,1
1,1,13,6,6,59.45,57.43,60.27,1,2,3,3,3,4,4,2,3,1,1,1,1,1,1,1,1,1
1,1,12,6,6,64.66,68.9,58.55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,7,7,5,44.64,54.46,35.5,1,2,4,3,2,4,4,2,3,3,2,1,1,1,1,1,2,2
1,1,13,7,7,74.01,78.65,66.31,1,2,3,4,3,4,4,2,2,1,1,1,1,1,1,1,3,2
1,1,13,7,7,56.57,56.83,55.47,1,2,4,4,4,4,4,2,1,2,1,1,1,1,1,1,2,1
1,1,12,5,6,61.17,58.32,62.61,1,2,4,4,3,4,4,2,2,2,1,1,1,1,1,1,2,1
2,1,12,6,6,54.23,52.71,55.22,1,2,3,4,2,4,3,2,2,1,1,1,1,1,1,2,3,1
1,1,9,5,5,48.98,51.25,46.84,1,2,3,3,4,3,3,4,4,2,1,1,1,1,1,1,1,1
1,1,12,6,5,53.39,55.7,50.66,1,2,3,3,3,3,3,3,3,2,2,1,1,1,2,1,2,1
2,0,5,4,3,35.83,37.47,36,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5,4
1,1,12,5,7,61.71,64.86,57.07,1,2,3,3,3,3,3,3,2,1,NA,1,1,1,1,1,5,3
2,1,11,5,6,47.62,49.08,46.47,1,3,2,3,3,1,1,4,1,3,1,1,2,1,1,1,3,1
1,1,12,6,6,51.38,55.01,47.58,1,3,4,4,4,4,4,4,3,1,1,1,1,1,1,1,5,1
1,1,10,5,5,54.15,56.38,51.4,1,2,3,3,2,4,4,2,1,1,1,1,1,1,1,2,1,1
2,1,11,5,5,34.34,34.8,35.87,2,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
2,1,5,5,5,49.89,48.76,51.03,1,2,3,4,3,4,4,3,4,2,1,1,1,1,2,1,5,3
2,1,9,5,5,48.57,47.89,49.43,1,3,2,3,2,4,4,4,4,2,1,3,1,2,1,3,4,1
1,1,12,5,7,71.95,80.59,60.52,1,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1
1,1,12,5,5,50.04,54.47,45.61,1,2,1,2,1,3,4,4,3,2,3,3,3,2,3,3,3,2
NA,NA,13,NA,5,44.8,43.09,47.19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,12,7,6,55.47,52.32,57.93,1,2,3,4,2,4,4,4,2,2,1,2,1,1,1,1,3,1
2,1,9,7,7,64.41,61.55,65.45,1,3,3,4,4,4,4,3,2,2,1,1,1,3,2,1,2,1
2,1,11,6,5,61.34,59.36,61.88,1,2,3,4,2,4,4,2,3,1,1,1,1,1,1,1,1,1
NA,NA,10,NA,6,56.79,58.95,53.77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,8,5,6,56.78,58.96,53.74,1,2,3,4,3,3,4,2,2,1,1,1,1,1,1,1,3,1
2,1,13,7,5,52.16,45.13,58.92,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,1
2,0,8,7,6,41.99,41.73,43.27,1,2,2,4,2,4,3,3,2,2,1,2,1,1,1,1,3,2
1,1,6,7,7,53.23,60.45,45.61,1,1,4,4,2,4,4,2,2,1,1,1,1,1,1,1,2,1
2,0,4,5,5,59.5,56.65,61.14,1,1,4,4,3,4,4,2,2,2,1,1,1,1,1,1,2,1
2,1,9,NA,5,64.26,60.89,65.82,1,2,4,4,3,4,4,2,3,1,1,1,1,1,1,1,3,1
2,1,11,6,7,43.48,46.37,41.42,1,1,3,3,2,4,4,2,1,1,1,1,1,1,1,1,3,NA
NA,NA,9,NA,7,55.97,54.35,56.84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,12,6,6,63.57,61.82,63.6,1,2,3,4,3,4,3,2,4,3,1,1,1,1,1,2,2,2
1,1,12,6,7,58.95,59.95,56.82,1,2,3,3,1,2,2,4,1,2,2,3,1,2,1,2,2,1
1,0,10,6,6,49.1,45.69,52.63,1,3,3,4,3,3,4,3,2,2,1,1,1,1,1,1,5,1
1,1,11,5,5,62.72,68.23,55.59,1,3,3,4,4,4,4,3,1,2,1,1,1,1,1,1,2,2
1,1,9,5,7,58.69,60.56,55.71,1,2,3,3,2,3,3,2,2,2,1,2,1,2,1,2,1,1
1,1,9,NA,3,45.49,47.42,44.13,1,2,2,4,2,4,2,3,2,1,2,3,1,2,1,2,1,1
2,1,8,5,5,47.54,44.97,50.42,7,2,3,4,2,4,3,3,2,3,1,2,1,1,2,1,1,1
1,1,9,5,6,59.56,63.06,54.85,7,3,3,3,2,3,3,2,2,3,1,3,2,2,2,2,3,1
1,1,12,5,6,55.54,59.84,50.54,1,2,3,3,3,3,4,3,2,2,1,2,1,2,1,2,2,1
1,1,10,NA,5,62.77,71.53,52.39,1,2,3,3,3,3,3,2,3,1,1,2,1,1,1,1,1,1
1,1,9,4,5,48.89,54.54,43.39,2,2,2,4,2,4,3,3,2,2,1,1,2,1,2,1,3,1
1,1,10,7,6,73.4,73.21,70.62,1,2,4,4,3,4,4,3,1,2,1,1,1,1,1,1,3,1
1,1,10,5,7,62.27,63.82,59.16,1,2,3,3,3,4,4,2,2,1,1,1,1,1,1,1,2,1
1,1,9,5,5,50.93,50.47,51.28,1,3,4,4,4,4,4,2,2,1,1,1,1,1,1,1,3,NA
1,0,13,7,2,54.8,60.67,48.32,1,4,3,3,1,3,3,4,4,2,2,3,1,1,2,1,2,1
1,1,12,5,5,54.1,49.26,58.43,1,2,3,3,1,3,3,2,2,3,2,1,1,1,1,1,1,1
2,1,8,2,5,39.53,37.61,42.78,7,1,4,4,4,4,4,1,4,2,1,1,1,1,1,1,5,2
1,0,8,NA,5,38,39.31,38.22,7,2,3,4,1,4,4,1,2,1,1,1,1,1,1,1,3,1
