AB39M,AB39T,AB39U,AB39W,AB39X,GA33A,GA33H,GA33I,GA33K,GA33L,ENGINEER,MATHG7,MATHG8,MATHG10,MATHG11,MATHG12,FEMALE,KA9B,KA9C,KA9D,KA9G,KA9K,CPROB11,CPROB12,CPROB13,CPROB14,CMOD1,CASENUM
0,1,0,1,0,9999,9999,9999,9999,9999,9999,50.11,49.19,9999,9999,9999,0,9999,9999,9999,9999,9999,0.033,0,0.967,0,3,6372
1,1,1,1,1,1,0,1,0,0,0,55.82,58.24,61.83,9999,9999,1,1,1,1,1,1,0.957,0.043,0,0,1,6374
1,0,0,0,0,0,0,0,0,0,9999,55.43,58.1,67.89,63.35,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6375
1,0,0,0,1,0,0,1,0,0,9999,48.1,57.06,69.62,70.72,72.22,0,0,0,0,1,1,0.003,0.937,0,0.06,2,6378
0,0,0,0,0,1,1,0,1,0,9999,45.34,53.39,64.37,9999,9999,1,0,0,0,0,0,0,0,0.117,0.883,4,6379
1,0,0,0,0,0,1,0,0,1,0,44.37,46.72,9999,73.73,9999,1,1,0,1,1,1,0,0,0.307,0.693,4,6383
1,1,1,1,1,1,0,0,0,1,0,60.63,66.15,70.47,74.1,9999,0,1,0,1,1,0,0.957,0.043,0,0,1,6385
1,1,1,1,1,0,0,0,0,0,0,44.74,48.31,55.83,58.33,56.9,1,1,1,1,1,1,0.957,0.043,0,0,1,6387
1,0,0,0,0,1,1,0,0,0,0,53.67,56.65,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6389
0,0,0,1,0,0,0,0,0,0,0,35.81,32.92,49.56,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.353,0.647,4,6390
1,9999,9999,0,0,1,0,0,1,1,9999,43.95,64.52,71.37,74.79,69.87,0,0,1,1,1,0,0.009,0,0.603,0.387,3,6394
1,1,1,1,1,0,1,0,0,1,9999,42.82,57.63,71.9,85.97,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6396
1,1,1,1,1,1,1,1,1,0,0,73.75,83,93.27,97.39,94,0,1,0,1,1,0,0.957,0.043,0,0,1,6398
1,1,1,1,1,1,1,1,1,1,0,48.52,63.9,78.33,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6401
1,1,1,1,1,9999,9999,9999,9999,9999,9999,48.49,50.43,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6402
0,1,1,1,1,0,0,1,1,0,9999,44.69,46.54,55.74,48.49,59.88,0,0,0,1,1,0,0.859,0.141,0,0,1,6404
1,0,1,1,0,9999,9999,9999,9999,9999,0,42.11,48.9,9999,9999,9999,0,9999,9999,9999,9999,9999,0.056,0,0.94,0.005,3,6406
0,0,0,0,1,1,0,1,0,1,0,33.91,34.21,36.04,47.19,35.9,0,1,1,1,1,0,0.001,0.763,0,0.236,2,6407
0,0,0,0,0,9999,9999,9999,9999,9999,0,54.6,48.26,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6414
1,0,0,0,0,0,0,0,0,0,0,55.08,60.9,9999,9999,9999,1,1,0,1,1,0,0,0,0.307,0.693,4,6415
1,0,1,0,1,1,1,1,1,1,0,46.38,35.35,9999,9999,9999,0,1,1,0,1,1,0.048,0.951,0,0.001,2,6416
1,0,0,0,0,0,1,1,1,1,0,43.56,44.46,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6417
1,1,1,1,1,1,1,1,1,1,0,58.92,63.33,70.47,9999,77.52,1,0,0,1,1,1,0.957,0.043,0,0,1,6418
0,0,0,0,0,0,0,1,1,0,0,53.55,51.82,66.12,89.89,9999,0,0,0,0,0,0,0,0,0.117,0.883,4,6420
1,1,1,1,1,1,0,0,0,0,0,55.85,9999,50.95,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6422
1,0,0,0,0,1,0,0,0,0,9999,44.57,51.61,59.28,63.75,69.94,1,0,0,1,1,0,0,0,0.307,0.693,4,6423
0,0,0,0,0,0,1,1,0,0,0,51.84,55.16,57.65,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6424
0,0,0,1,1,9999,9999,9999,9999,9999,9999,34.65,39.87,9999,9999,9999,0,9999,9999,9999,9999,9999,0.008,0.965,0,0.026,2,6426
1,0,0,0,0,1,1,1,9999,1,0,64.54,69.93,71.86,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6432
1,1,1,1,1,9999,9999,9999,9999,9999,9999,46.11,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6435
0,1,1,9999,0,9999,9999,9999,9999,9999,9999,37.21,35.33,9999,9999,9999,1,9999,9999,9999,9999,9999,0.082,0,0.918,0,3,6436
1,0,1,1,1,1,0,0,0,1,0,51.91,53.47,65.46,64.68,65,1,1,1,1,1,1,0.337,0.663,0,0,2,6437
0,0,0,0,1,0,0,0,0,0,0,51.15,57.57,58.39,65.26,9999,1,1,1,1,1,1,0.001,0.763,0,0.236,2,6442
1,9999,0,1,1,9999,9999,9999,9999,9999,0,63.44,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.292,0.705,0,0.003,2,6443
1,1,1,1,1,1,1,1,1,1,1,69.38,74.94,83.2,88.55,86.56,0,1,0,1,1,1,0.957,0.043,0,0,1,6447
1,1,1,1,1,9999,9999,9999,9999,9999,9999,65.4,55.24,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6448
1,0,0,0,0,1,0,1,0,0,9999,65.29,75.35,75.4,84.9,9999,1,0,0,1,1,1,0,0,0.307,0.693,4,6450
1,0,0,0,0,0,0,0,0,0,0,47.62,42.21,44.75,47.13,55.06,0,1,1,1,1,1,0,0,0.307,0.693,4,6451
0,0,0,1,0,9999,9999,9999,9999,9999,0,31.02,28.57,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.353,0.647,4,6453
0,0,1,0,0,1,0,0,0,0,0,39.27,38.67,46.94,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.934,0.066,3,6455
0,0,0,0,0,9999,9999,9999,9999,9999,9999,43.02,47.65,9999,59.56,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6456
1,0,0,0,1,9999,9999,9999,9999,9999,0,57.16,9999,9999,9999,9999,1,1,1,1,1,1,0.003,0.937,0,0.06,2,6457
1,1,1,1,1,1,0,0,1,1,9999,55.45,49.95,55.31,60.65,52.13,0,0,0,0,0,0,0.957,0.043,0,0,1,6458
0,1,0,0,1,0,0,0,0,0,9999,35.86,39.13,37.28,32,9999,0,9999,9999,9999,9999,9999,0.036,0.964,0,0,2,6459
1,1,1,1,1,0,1,1,0,1,0,74.4,78.01,93.71,95.48,96.02,0,0,0,1,1,0,0.957,0.043,0,0,1,6463
0,1,1,0,0,9999,9999,9999,9999,9999,0,34.75,35.41,9999,9999,9999,0,9999,9999,9999,9999,9999,0.013,0,0.987,0,3,6464
0,0,1,0,1,0,1,1,1,1,0,54.66,58.52,63.02,63.5,9999,0,1,1,0,0,0,0.014,0.982,0,0.004,2,6465
0,0,0,0,0,9999,9999,9999,9999,9999,9999,57.53,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6467
1,1,0,1,1,1,1,1,1,1,0,46.64,51.8,54.22,62.72,61.16,0,1,1,1,1,1,0.58,0.42,0,0,1,6469
0,0,0,0,0,0,0,0,0,0,0,59.84,59.61,69.67,77.82,79.27,1,1,1,1,1,1,0,0,0.117,0.883,4,6470
1,1,1,1,1,9999,9999,9999,9999,9999,9999,51.76,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6471
0,1,1,0,1,9999,9999,9999,9999,9999,0,30.47,43.99,9999,9999,9999,1,9999,9999,9999,9999,9999,0.376,0.624,0,0,2,6473
0,0,1,0,0,1,1,1,1,1,0,61.6,62.35,78.78,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.934,0.066,3,6474
1,1,0,1,1,0,0,0,0,0,0,34.75,9999,58.03,9999,9999,0,9999,9999,9999,9999,9999,0.58,0.42,0,0,1,6479
1,1,1,1,1,1,1,1,1,1,0,46.75,61.64,70.99,64.89,9999,1,1,1,1,0,0,0.957,0.043,0,0,1,6480
1,1,0,1,0,1,1,1,0,1,0,43.35,46.92,9999,56.44,9999,1,9999,9999,9999,9999,9999,0.15,0,0.85,0,3,6481
1,0,0,0,1,1,0,0,0,0,0,60.66,64.14,72.15,9999,9999,0,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,6485
0,1,1,0,0,9999,9999,9999,9999,9999,0,35.19,49.32,9999,9999,9999,0,9999,9999,9999,9999,9999,0.013,0,0.987,0,3,6486
0,0,1,1,1,9999,9999,9999,9999,9999,0,45.47,41.49,9999,9999,9999,0,9999,9999,9999,9999,9999,0.122,0.877,0,0,2,6489
1,1,1,1,0,9999,9999,9999,9999,9999,0,67.2,73.27,9999,82.17,9999,1,9999,9999,9999,9999,9999,0.65,0,0.35,0,1,6490
0,1,0,0,0,1,0,0,0,1,0,47.18,59.35,9999,9999,9999,0,9999,9999,9999,9999,9999,0.001,0,0.999,0,3,6493
1,1,1,1,1,9999,9999,9999,9999,9999,0,41.51,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6496
0,0,0,0,0,9999,9999,9999,9999,9999,0,39.55,43.95,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6499
1,0,0,0,0,1,0,0,0,0,0,37.26,9999,66.38,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6504
1,1,1,1,1,9999,9999,9999,9999,9999,9999,60.2,61.15,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6505
1,1,1,1,1,1,0,0,1,0,0,48.42,57.39,84.33,80.64,73.92,0,1,0,1,1,1,0.957,0.043,0,0,1,6506
1,0,1,1,1,0,1,0,1,0,9999,42.73,52.24,53.52,56.98,57.66,0,0,0,1,1,0,0.337,0.663,0,0,2,6510
0,0,0,0,0,0,0,0,0,0,0,51.84,49.04,45.46,50.81,48.73,1,0,1,1,1,1,0,0,0.117,0.883,4,6512
1,1,0,1,1,0,0,0,0,0,0,46.87,9999,62.34,61.74,72.31,0,1,0,1,1,1,0.58,0.42,0,0,1,6515
0,0,0,0,0,9999,9999,9999,9999,9999,0,42.64,48.26,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6516
0,0,1,1,1,9999,9999,9999,9999,9999,0,56.62,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.122,0.877,0,0,2,6518
0,9999,9999,9999,9999,1,1,1,1,1,0,59.37,57.43,70.93,82.11,77.65,1,0,1,0,1,1,0.08,0.167,0.266,0.487,4,6520
1,9999,1,1,0,9999,9999,9999,9999,9999,9999,50.09,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.41,0,0.588,0.002,3,6522
0,0,0,0,0,0,1,1,1,1,9999,32.39,35.22,42.12,55.06,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6523
0,0,0,0,0,1,1,1,0,0,0,34.93,58.84,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6524
1,1,0,0,0,0,0,0,0,0,1,53.01,66.58,9999,9999,9999,0,9999,9999,9999,9999,9999,0.006,0,0.994,0,3,6526
0,0,0,0,0,1,1,0,0,0,0,53.28,66.79,79.94,82.88,89.66,0,1,0,1,1,1,0,0,0.117,0.883,4,6527
1,0,0,1,1,1,0,0,0,0,0,45.09,50.2,58.33,65.39,9999,1,1,0,0,0,0,0.031,0.964,0,0.006,2,6529
0,1,1,1,1,0,0,0,0,0,9999,65.3,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,6530
0,0,1,0,0,1,1,1,1,1,9999,41.75,45.22,50.31,40.02,35.71,1,1,1,1,1,1,0,0,0.934,0.066,3,6531
0,1,1,0,0,1,1,1,1,1,0,37.38,32.77,65.4,64.86,9999,1,9999,9999,9999,9999,9999,0.013,0,0.987,0,3,6533
1,1,1,0,0,9999,9999,9999,9999,9999,0,67.4,9999,9999,9999,9999,1,0,0,1,0,0,0.063,0,0.937,0,3,6535
1,0,1,0,0,9999,9999,9999,9999,9999,9999,35.92,31.13,9999,9999,9999,0,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,6537
0,1,1,1,1,1,0,0,0,0,0,50.17,55.62,49.92,9999,9999,0,0,0,0,0,0,0.859,0.141,0,0,1,6538
0,0,0,0,0,1,1,1,1,1,0,59.03,58.36,77.13,75.97,77.73,0,1,1,1,1,1,0,0,0.117,0.883,4,6539
1,0,0,0,0,1,0,0,0,0,0,44.13,44.85,56.18,65.85,9999,1,1,0,1,1,0,0,0,0.307,0.693,4,6540
1,1,1,1,1,1,1,1,1,9999,0,36.6,41.62,55.14,38.57,31.03,0,1,1,1,1,1,0.957,0.043,0,0,1,6541
9999,0,0,0,0,9999,9999,9999,9999,9999,9999,42.7,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.186,0.814,4,6542
1,1,1,0,1,9999,9999,9999,9999,9999,9999,50.29,58.9,9999,9999,9999,1,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,6543
1,0,0,0,0,1,1,1,0,1,9999,53.2,9999,56.1,58.04,57.68,1,1,1,1,1,1,0,0,0.307,0.693,4,6545
1,1,1,1,1,1,1,1,1,1,0,58.55,60.67,64.02,74.16,9999,1,1,1,1,0,1,0.957,0.043,0,0,1,6546
1,1,1,1,1,1,1,1,0,1,0,72.48,76.26,81.25,9999,9999,1,1,1,1,1,1,0.957,0.043,0,0,1,6547
1,1,1,1,1,0,1,1,0,1,0,67.22,68.56,85.29,87.8,89.93,0,0,0,1,1,1,0.957,0.043,0,0,1,6549
1,9999,1,1,1,0,1,1,1,1,0,46.87,9999,71.1,77.51,9999,1,9999,9999,9999,9999,9999,0.869,0.131,0,0,1,6555
1,1,0,1,1,9999,9999,9999,9999,9999,0,70.25,66.76,78.94,83.41,9999,1,9999,9999,9999,9999,9999,0.58,0.42,0,0,1,6557
1,0,0,0,0,9999,9999,9999,9999,9999,9999,52.73,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6560
0,0,0,0,0,1,0,1,0,0,0,53.87,52.71,9999,58.69,55.44,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6562
0,1,1,1,1,9999,9999,9999,9999,9999,9999,31.83,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,6564
1,0,1,0,1,1,1,1,1,1,0,40.66,55.28,63.76,66.99,62.3,0,1,1,1,1,1,0.048,0.951,0,0.001,2,6565
0,0,0,0,1,9999,9999,9999,9999,9999,9999,42.24,43.62,9999,9999,9999,1,9999,9999,9999,9999,9999,0.001,0.763,0,0.236,2,6569
0,0,1,0,0,1,1,1,1,1,0,37.05,39.47,42.02,42.78,47.22,0,0,1,0,0,1,0,0,0.934,0.066,3,6571
1,0,0,0,0,0,0,1,0,0,0,60.67,72.67,78.31,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6572
1,0,0,0,0,0,0,1,0,0,0,49.49,54.93,71.77,9999,65.03,0,1,0,1,1,1,0,0,0.307,0.693,4,6573
1,9999,1,1,1,1,1,1,1,0,9999,61.4,62.37,78.98,86.73,91.04,0,1,1,1,1,1,0.869,0.131,0,0,1,6577
1,1,1,1,1,1,0,1,0,0,0,66.47,71.61,74.84,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6578
1,1,1,0,1,1,1,0,1,0,0,36.56,48.03,42.96,41.23,46.28,1,0,1,0,0,1,0.687,0.313,0,0,1,6579
1,1,1,1,1,1,1,1,1,1,0,56.23,67.52,69.94,73.36,70.36,0,1,1,1,1,1,0.957,0.043,0,0,1,6581
1,0,1,0,0,1,1,1,1,0,9999,39.62,36.39,37.4,44.47,9999,1,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,6585
0,0,1,0,1,0,1,1,1,1,9999,41.15,9999,48.21,9999,9999,1,1,1,0,0,1,0.014,0.982,0,0.004,2,6586
1,0,1,0,0,1,1,1,1,1,0,48.63,50.34,48.46,9999,9999,1,1,1,1,1,1,0.002,0,0.977,0.021,3,6590
1,1,0,0,1,0,1,0,0,0,9999,49.1,48.82,57.49,9999,9999,1,9999,9999,9999,9999,9999,0.121,0.879,0,0,2,6591
1,0,1,1,1,0,0,1,1,0,0,47.45,53.17,54.06,56.61,9999,1,0,0,0,1,1,0.337,0.663,0,0,2,6593
1,0,0,1,1,9999,9999,9999,9999,9999,0,45.52,52.42,9999,9999,9999,0,0,0,1,0,0,0.031,0.964,0,0.006,2,6594
0,0,0,0,0,9999,9999,9999,9999,9999,9999,60.31,56.98,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6595
1,1,1,1,1,1,1,1,1,1,0,57.44,54.8,65.33,75.53,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6596
1,1,1,1,1,0,0,0,0,0,0,51.42,9999,65.46,70.42,9999,0,0,0,0,0,0,0.957,0.043,0,0,1,6597
1,1,0,0,1,1,1,1,1,1,0,55.57,62.21,69.13,69.95,68.4,1,1,0,1,1,1,0.121,0.879,0,0,2,6599
0,0,0,1,0,0,0,0,0,0,9999,42.24,50.07,54.11,9999,56.26,1,0,0,0,0,0,0,0,0.353,0.647,4,6600
1,1,1,1,1,0,1,0,0,0,0,38.62,49.12,56.53,50.83,58.63,0,1,0,0,0,0,0.957,0.043,0,0,1,6604
1,1,1,1,0,9999,9999,9999,9999,9999,9999,42.45,41.31,9999,9999,9999,1,9999,9999,9999,9999,9999,0.65,0,0.35,0,1,6606
0,0,0,0,0,1,1,0,0,0,0,65.28,59.02,72.18,76.25,77.46,0,1,1,1,1,1,0,0,0.117,0.883,4,6608
0,0,0,0,0,0,0,0,0,0,0,63.01,57.85,76.71,76.51,77.59,1,1,0,1,1,0,0,0,0.117,0.883,4,6609
1,9999,9999,1,0,1,1,1,1,1,9999,46.74,45.78,60.11,9999,65.32,1,1,0,1,1,0,0.268,0,0.633,0.099,3,6610
1,0,1,0,0,1,0,0,0,0,0,50.04,57.37,9999,62.34,66.01,1,1,0,1,1,0,0.002,0,0.977,0.021,3,6611
1,1,1,1,1,1,1,1,1,1,0,60.75,57.16,70.19,78.56,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6613
0,1,1,0,0,9999,9999,9999,9999,9999,9999,38.33,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.013,0,0.987,0,3,6616
1,0,0,0,0,1,0,0,0,0,9999,64.45,9999,72.6,71.98,69.37,0,1,0,1,1,1,0,0,0.307,0.693,4,6618
1,1,1,1,1,9999,9999,9999,9999,9999,9999,34.57,30.9,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6622
1,0,1,1,1,0,9999,0,0,0,0,40.44,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.337,0.663,0,0,2,6627
1,0,0,1,1,0,0,0,0,0,9999,63.78,9999,80.16,82.3,9999,0,1,1,1,1,1,0.031,0.964,0,0.006,2,6628
1,1,0,0,1,1,0,1,1,1,9999,33.49,34.85,42.22,37.39,32.3,0,0,1,1,0,1,0.121,0.879,0,0,2,6629
0,0,1,0,0,9999,9999,9999,9999,9999,0,48.46,59.57,9999,67.55,68.34,1,0,0,0,0,0,0,0,0.934,0.066,3,6630
1,1,1,1,1,1,0,0,0,0,9999,37.04,9999,46.71,51.24,46.13,0,1,1,1,1,1,0.957,0.043,0,0,1,6632
0,0,0,0,0,9999,9999,9999,9999,9999,9999,34.44,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6634
1,0,0,0,0,0,0,0,0,0,0,69.18,70.1,85.91,85.06,86.99,1,0,0,0,0,0,0,0,0.307,0.693,4,6638
0,0,0,1,0,9999,9999,9999,9999,9999,0,32.53,42.74,41.5,51.2,9999,0,1,0,1,1,1,0,0,0.353,0.647,4,6639
0,0,1,0,0,9999,9999,9999,9999,9999,9999,59.15,59.88,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.934,0.066,3,6640
0,1,1,0,0,0,1,1,1,1,0,51.58,57.26,59.46,63.79,60.53,1,0,1,0,0,0,0.013,0,0.987,0,3,6641
1,1,1,1,0,1,0,1,0,0,0,59.72,62.69,68.91,9999,9999,1,9999,9999,9999,9999,9999,0.65,0,0.35,0,1,6642
1,1,1,1,1,9999,9999,9999,9999,9999,9999,64.38,9999,9999,77.51,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6644
0,0,0,0,0,0,0,0,0,0,0,60.12,59.06,73.37,74.74,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6645
1,0,0,1,0,1,0,0,0,0,9999,40.06,54.37,48.3,65.22,9999,0,9999,9999,9999,9999,9999,0.004,0,0.643,0.353,3,6647
0,0,0,0,0,1,0,1,1,1,0,46.12,56.64,63.67,66.93,9999,0,1,1,1,1,1,0,0,0.117,0.883,4,6649
0,0,1,0,0,9999,9999,9999,9999,9999,9999,38.31,9999,31.98,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.934,0.066,3,6650
1,0,1,0,1,1,0,0,0,1,0,64.67,69.21,85.6,87.26,99.3,1,9999,9999,9999,9999,9999,0.048,0.951,0,0.001,2,6651
1,0,0,1,0,9999,9999,9999,9999,9999,9999,33.7,44.35,9999,9999,9999,0,9999,9999,9999,9999,9999,0.004,0,0.643,0.353,3,6652
0,0,0,0,0,0,0,0,0,0,0,59.09,62.85,72.6,9999,9999,1,1,1,1,1,1,0,0,0.117,0.883,4,6655
1,0,0,1,1,0,0,1,1,0,9999,63.45,70.31,77.6,78.27,87.53,1,1,0,1,1,0,0.031,0.964,0,0.006,2,6660
0,0,9999,0,0,0,0,0,0,0,9999,39.92,39.33,40.52,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.231,0.769,4,6664
0,0,0,0,0,9999,9999,9999,9999,9999,0,30.05,37.68,32.45,9999,9999,0,0,1,0,0,0,0,0,0.117,0.883,4,6667
0,1,0,0,0,9999,9999,9999,9999,9999,9999,46.12,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.001,0,0.999,0,3,6669
1,1,1,0,0,1,0,9999,1,1,9999,42.47,42.82,52.3,57.29,60.11,0,0,0,0,0,1,0.063,0,0.937,0,3,6670
0,0,0,0,1,0,0,0,0,0,9999,56.37,60.32,63.75,9999,65.42,0,1,1,1,1,1,0.001,0.763,0,0.236,2,6671
0,1,1,0,0,1,1,1,0,1,9999,9999,49.2,61.21,9999,63.61,0,1,1,1,1,1,0.013,0,0.987,0,3,6673
1,0,0,1,0,1,0,0,0,0,9999,67.59,72.15,83.16,90.25,9999,0,0,0,0,1,1,0.004,0,0.643,0.353,3,6675
1,0,0,0,0,0,1,1,0,0,9999,57.81,55.12,9999,67.19,66.03,1,1,0,1,1,0,0,0,0.307,0.693,4,6676
1,0,0,0,0,1,0,0,1,0,0,59.18,60.22,69.57,75.94,9999,1,1,1,1,1,1,0,0,0.307,0.693,4,6678
1,0,0,0,0,9999,9999,9999,9999,9999,0,50.31,53.56,9999,9999,73.48,1,1,0,1,1,1,0,0,0.307,0.693,4,6680
1,0,0,0,0,1,0,0,0,0,9999,48.56,61.99,71.62,73.46,75.61,1,1,1,1,1,1,0,0,0.307,0.693,4,6683
1,1,1,1,1,1,1,0,0,9999,0,35.56,38.37,40.25,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6685
1,1,1,1,1,1,0,1,1,0,0,54.42,9999,77.07,85.67,9999,0,1,1,1,1,1,0.957,0.043,0,0,1,6686
0,1,1,1,0,9999,9999,9999,9999,9999,9999,35.98,45.21,45.38,9999,9999,0,9999,9999,9999,9999,9999,0.262,0,0.738,0,3,6687
1,0,0,0,0,9999,9999,9999,9999,9999,9999,41.99,41.6,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6688
0,1,1,1,1,1,1,1,1,0,9999,37.92,32.55,34.76,9999,9999,0,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,6689
1,0,0,0,0,9999,9999,9999,9999,9999,9999,38.14,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,6690
0,0,0,0,0,0,0,0,0,0,9999,35.29,37.86,48.15,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6692
1,1,0,0,1,1,1,1,1,1,0,69.87,65.75,74.47,76.04,80.02,1,1,0,1,1,0,0.121,0.879,0,0,2,6693
0,0,0,0,0,1,0,1,1,1,0,54.4,55.79,63.25,9999,72.35,1,1,0,0,0,1,0,0,0.117,0.883,4,6694
0,0,0,0,0,9999,9999,9999,9999,9999,9999,54.3,57.61,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6695
1,1,1,1,1,1,1,1,1,1,9999,31.14,9999,54.6,64.15,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6697
0,0,0,0,0,1,0,0,0,0,0,35.43,44.11,63.33,67.15,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,6698
1,1,0,0,0,1,1,1,1,1,0,39.02,59.57,71.06,62.11,63.31,0,1,1,1,1,1,0.006,0,0.994,0,3,6699
1,1,1,1,1,1,1,1,1,0,0,55.71,68.39,76.45,79.44,81.54,1,1,1,1,1,1,0.957,0.043,0,0,1,6700
0,0,0,1,0,1,1,1,1,1,9999,46.96,46.59,58.18,62.2,66.74,1,0,0,1,0,9999,0,0,0.353,0.647,4,6701
1,1,1,1,1,9999,9999,9999,9999,9999,9999,47.16,54.5,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6702
1,1,1,1,1,9999,9999,9999,9999,9999,9999,36.8,49.69,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,6703
1,0,1,0,0,9999,9999,9999,9999,9999,9999,55.14,61.73,9999,9999,9999,0,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,6704
0,0,0,0,0,9999,1,0,0,0,0,45.9,36.17,37.15,56.53,9999,0,1,1,0,1,0,0,0,0.117,0.883,4,6708
1,9999,0,1,0,1,1,0,0,1,0,65.76,76.8,81.87,86.11,88.1,1,1,0,1,1,1,0.047,0,0.704,0.249,3,6709
1,1,1,0,1,1,1,1,1,1,0,54.89,61.72,68.85,68.5,72.24,0,1,1,1,1,1,0.687,0.313,0,0,1,6712
1,0,1,0,1,1,1,1,1,1,0,70.96,78.24,90.94,90.53,90.64,1,0,0,1,0,1,0.048,0.951,0,0.001,2,6713
1,1,9999,0,1,9999,9999,9999,9999,9999,0,44.94,46.34,9999,54.62,56.1,1,1,1,1,1,1,0.52,0.48,0,0,1,6714
0,0,0,1,0,1,0,0,0,0,0,57.98,60.38,68.85,81.31,78.24,1,1,1,1,1,0,0,0,0.353,0.647,4,6715
1,0,1,0,0,1,1,1,0,1,0,54.16,53.42,67.79,74.63,70.57,0,1,1,1,1,1,0.002,0,0.977,0.021,3,6719
1,1,1,1,1,0,0,0,0,0,0,69.87,65.56,80.03,85.13,84.38,0,1,0,1,1,0,0.957,0.043,0,0,1,6720
1,1,0,0,1,0,0,0,0,0,0,30.73,29.82,9999,43.16,9999,0,9999,9999,9999,9999,9999,0.121,0.879,0,0,2,6721
