AB39M,AB39T,AB39U,AB39W,AB39X,GA33A,GA33H,GA33I,GA33K,GA33L,ENGINEER,MATHG7,MATHG8,MATHG10,MATHG11,MATHG12,FEMALE,KA9B,KA9C,KA9D,KA9G,KA9K,CPROB11,CPROB12,CPROB13,CPROB14,CMOD1,CASENUM
1,0,0,0,0,1,1,1,1,1,0,58.43,61.5,76.74,72.76,89.1,0,1,0,1,1,0,0,0,0.307,0.693,4,1352
0,1,1,1,0,1,1,9999,1,1,0,55.43,61.38,72.06,79.15,79.76,1,1,1,1,1,1,0.262,0,0.738,0,3,1354
0,0,1,0,0,1,1,1,1,1,9999,68.65,74.87,88.96,95.35,9999,0,9999,9999,9999,9999,9999,0,0,0.934,0.066,3,1355
9999,0,0,0,9999,0,0,0,0,1,9999,31.61,34.71,37.98,9999,47.12,0,1,1,1,1,1,0,0.125,0.159,0.716,4,1356
1,1,1,1,1,1,1,1,1,1,0,9999,65.68,77.36,85.44,88.5,0,1,1,1,1,1,0.957,0.043,0,0,1,1359
0,0,0,0,0,0,0,0,0,1,0,47.14,45.43,65.61,62.73,66.77,1,1,1,1,1,0,0,0,0.117,0.883,4,1362
0,0,0,0,0,1,1,0,1,1,0,51.69,52.16,65.58,68.99,9999,0,1,1,1,1,1,0,0,0.117,0.883,4,1364
0,0,0,1,1,1,0,1,1,1,0,55.45,60.24,75.02,79.11,75.22,1,1,0,1,1,0,0.008,0.965,0,0.026,2,1369
0,0,0,0,0,9999,9999,9999,9999,9999,9999,42.21,42.37,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1370
1,0,1,0,0,0,0,0,0,0,9999,61.79,65.81,74.94,84.14,9999,0,1,1,1,1,1,0.002,0,0.977,0.021,3,1371
0,0,0,0,0,9999,9999,9999,9999,9999,9999,38.61,36.72,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1374
1,0,1,1,0,0,0,0,0,0,9999,33,39.18,37.86,42.81,39.14,0,0,0,0,0,0,0.056,0,0.94,0.005,3,1378
1,1,1,1,1,1,0,1,0,0,0,63.77,9999,75.2,80.42,77.37,0,1,0,1,1,1,0.957,0.043,0,0,1,1379
0,0,0,0,0,9999,9999,9999,9999,9999,9999,41.85,45.8,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1380
1,1,1,1,1,9999,9999,9999,9999,9999,9999,45.42,43,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1381
0,0,0,0,0,9999,9999,9999,9999,9999,0,35.06,42,48.05,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1382
0,1,1,0,1,0,1,0,0,0,9999,53.03,53.68,70.85,69.95,67.42,1,1,0,0,1,0,0.376,0.624,0,0,2,1383
0,0,0,0,0,0,0,0,0,0,0,56.62,9999,67.71,70.3,64.62,1,1,0,0,1,0,0,0,0.117,0.883,4,1386
1,0,1,0,1,9999,9999,9999,9999,9999,9999,47.83,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.048,0.951,0,0.001,2,1387
1,1,1,1,0,1,1,1,1,1,9999,44.9,50.09,9999,9999,9999,0,1,0,1,1,1,0.65,0,0.35,0,1,1389
1,0,1,1,1,9999,9999,9999,9999,9999,0,43.43,9999,50.24,63.19,68.58,1,1,0,1,1,1,0.337,0.663,0,0,2,1391
0,0,0,0,0,0,0,0,0,0,0,49.17,50.62,63.94,67.36,60.34,0,0,0,1,1,1,0,0,0.117,0.883,4,1392
0,0,0,0,0,1,1,1,1,1,9999,45.47,46.92,32,34.36,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1394
0,0,0,0,0,0,0,0,0,0,9999,34.91,49.63,45.24,55.55,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1395
0,0,0,0,1,0,1,1,0,0,0,53.08,61.02,72.36,73,9999,1,1,1,1,1,0,0.001,0.763,0,0.236,2,1396
1,1,0,0,0,1,0,0,0,0,0,43.04,42.87,40.74,55.75,51.39,1,0,0,0,0,0,0.006,0,0.994,0,3,1397
1,1,1,1,1,1,1,1,1,1,0,51.04,51.68,64.78,65.36,68.1,1,0,1,1,1,0,0.957,0.043,0,0,1,1399
0,0,0,1,1,9999,9999,9999,9999,9999,9999,38.61,34.9,9999,9999,9999,0,9999,9999,9999,9999,9999,0.008,0.965,0,0.026,2,1400
0,0,1,0,0,1,1,1,1,1,0,57.15,57.91,72.57,67.71,69.93,1,0,1,1,1,0,0,0,0.934,0.066,3,1402
1,0,1,0,0,0,0,0,0,0,0,32.42,56.03,69.15,9999,60.46,0,1,0,1,1,1,0.002,0,0.977,0.021,3,1403
1,1,9999,0,9999,9999,9999,9999,9999,9999,0,38.57,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.285,0.245,0.47,0,3,1404
1,0,1,1,1,1,1,1,1,0,9999,50.14,44.92,63.88,55.64,67.9,0,1,0,1,1,1,0.337,0.663,0,0,2,1405
1,0,1,0,0,9999,9999,9999,9999,9999,0,44.59,53.64,9999,9999,9999,0,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,1406
1,1,1,0,1,1,0,0,0,0,0,66.41,72.98,80.68,82.2,88.35,0,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,1407
0,0,0,0,1,1,1,1,1,1,0,49.95,53.59,64.97,9999,9999,0,1,0,1,1,1,0.001,0.763,0,0.236,2,1410
1,1,1,0,0,0,0,0,0,0,9999,36.84,40.87,43.6,9999,9999,1,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,1412
1,0,0,0,1,1,0,1,0,0,9999,55.33,64.43,67.81,64.68,64.42,1,1,0,1,1,0,0.003,0.937,0,0.06,2,1413
1,0,1,0,0,1,0,1,1,0,0,40.37,49.66,39.7,9999,9999,1,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,1416
1,1,1,1,1,9999,9999,9999,9999,9999,9999,40.31,43.62,50.36,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1419
0,1,1,1,1,1,1,1,1,0,0,47.56,49.24,65.54,65,66.04,1,1,1,1,1,1,0.859,0.141,0,0,1,1425
1,1,1,0,0,0,0,1,1,0,9999,47.94,9999,59.84,9999,9999,1,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,1428
1,0,1,0,1,9999,9999,9999,9999,9999,9999,45.2,59.27,9999,9999,9999,0,9999,9999,9999,9999,9999,0.048,0.951,0,0.001,2,1429
1,1,1,1,0,1,1,1,0,0,0,74.01,79.27,85.1,87.61,90.83,0,1,0,1,1,1,0.65,0,0.35,0,1,1431
1,0,0,0,0,1,0,1,1,0,0,50.66,50.78,66.83,61.3,9999,0,0,0,0,0,0,0,0,0.307,0.693,4,1433
0,0,0,0,0,9999,9999,9999,9999,9999,0,68.47,69.31,9999,80.57,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1435
1,1,1,1,1,1,0,1,1,0,0,46.52,52.25,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1436
1,1,1,1,1,1,1,1,1,1,9999,61.69,57.62,73.14,76.81,73.79,1,1,1,1,1,0,0.957,0.043,0,0,1,1439
1,0,0,0,0,1,0,0,0,0,9999,48.79,62.87,67.16,70.36,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,1440
0,0,0,0,0,9999,9999,9999,9999,9999,9999,47.5,63.41,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1442
1,0,1,0,1,0,1,0,0,1,0,63.03,9999,85.79,83.38,9999,1,9999,9999,9999,9999,9999,0.048,0.951,0,0.001,2,1443
0,0,1,0,0,1,0,0,0,0,9999,44.82,44.83,70.47,74.11,9999,0,1,1,0,0,1,0,0,0.934,0.066,3,1445
0,0,0,0,0,0,0,0,0,0,9999,35.87,31.26,38.59,39.5,32.18,0,1,1,1,1,1,0,0,0.117,0.883,4,1447
1,1,9999,1,1,1,0,1,0,1,9999,46.87,57.18,58.91,65.12,64.63,1,1,0,1,1,0,0.916,0.084,0,0,1,1449
0,0,0,0,0,1,1,0,1,1,0,71.91,77.78,88.87,97.39,91.45,1,1,0,1,1,1,0,0,0.117,0.883,4,1452
0,0,0,0,0,9999,9999,9999,9999,9999,9999,58.26,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1456
1,0,0,0,0,0,1,1,0,1,0,47.88,40.81,71.68,9999,78.05,1,1,1,1,1,1,0,0,0.307,0.693,4,1457
0,0,1,0,0,1,1,1,1,1,1,42.64,37.39,9999,9999,9999,0,1,1,1,1,1,0,0,0.934,0.066,3,1460
0,0,0,0,0,9999,9999,9999,9999,9999,0,38.07,34.34,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1462
0,0,1,0,0,0,1,1,1,0,0,41.59,38.57,69.47,71.22,72.98,0,1,1,1,1,1,0,0,0.934,0.066,3,1464
0,1,1,1,1,1,1,1,1,1,9999,54.68,45.38,63.24,72.27,57.28,0,1,1,1,1,1,0.859,0.141,0,0,1,1465
9999,9999,9999,9999,1,0,0,0,0,0,9999,38.49,37.87,39.05,9999,9999,0,9999,9999,9999,9999,9999,0.547,0.438,0,0.015,1,1469
0,1,1,1,1,1,0,1,1,1,0,50.74,54.89,62.04,69.21,64.72,0,1,0,0,1,1,0.859,0.141,0,0,1,1470
0,0,0,0,0,1,0,0,0,0,9999,50.52,52.72,61.39,68.38,9999,0,0,0,0,0,0,0,0,0.117,0.883,4,1472
1,1,1,1,1,0,0,0,0,0,0,61.73,71.46,76.12,9999,9999,1,1,0,1,1,1,0.957,0.043,0,0,1,1473
0,0,0,0,0,1,1,1,0,0,0,64.74,71.06,81,87.4,82.69,0,1,0,1,1,0,0,0,0.117,0.883,4,1476
0,0,0,0,0,1,1,1,0,1,0,63.19,58.86,71.51,77.01,76.93,0,0,0,1,1,0,0,0,0.117,0.883,4,1479
0,0,0,0,0,1,1,1,1,1,0,60.57,54.94,52.07,9999,9999,0,1,1,1,1,1,0,0,0.117,0.883,4,1480
1,0,1,0,0,0,0,1,1,1,0,57.4,54.09,67.96,9999,9999,1,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,1482
1,0,0,0,0,0,0,1,0,0,0,47.49,55.23,60.03,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,1483
1,0,1,1,1,0,0,0,0,0,9999,39.74,44.19,51.65,64.47,58.98,1,0,0,0,1,1,0.337,0.663,0,0,2,1484
1,0,1,0,0,1,0,0,0,0,0,51.2,59.55,64.69,65.17,64.97,1,1,0,1,1,1,0.002,0,0.977,0.021,3,1487
0,0,1,1,1,0,1,1,1,1,9999,34.02,33.33,32.38,58.54,9999,1,9999,9999,9999,9999,9999,0.122,0.877,0,0,2,1488
1,1,1,1,1,1,0,0,1,0,0,48.39,47.07,63.17,66.32,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1491
0,0,0,0,0,1,1,1,0,0,0,54.34,9999,9999,9999,9999,1,0,0,0,1,0,0,0,0.117,0.883,4,1492
1,0,1,0,1,0,1,1,1,0,0,57.89,69.86,79.25,82.08,90.15,0,1,0,1,1,1,0.048,0.951,0,0.001,2,1493
1,1,1,1,1,9999,9999,9999,9999,9999,0,47.3,58.38,9999,55.86,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1494
1,1,1,1,1,1,0,1,1,0,0,59.97,59.17,76.23,75.57,75.71,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1495
1,0,0,1,0,9999,9999,9999,9999,9999,9999,49.09,56.01,9999,9999,9999,0,9999,9999,9999,9999,9999,0.004,0,0.643,0.353,3,1497
1,0,1,1,1,1,1,1,1,1,9999,50.08,54.21,61.97,63.09,61.43,0,0,1,1,1,1,0.337,0.663,0,0,2,1498
0,0,0,0,0,0,0,0,0,0,0,37.98,40.34,39.6,36.55,41.04,0,0,0,0,1,0,0,0,0.117,0.883,4,1504
1,1,1,0,1,9999,9999,9999,9999,9999,0,61.25,63.13,9999,9999,84.07,1,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,1506
1,0,0,0,1,9999,9999,9999,9999,9999,9999,50.99,67.57,9999,9999,81.21,0,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,1509
0,0,0,0,0,9999,9999,9999,9999,9999,0,42.72,49.99,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1510
0,0,0,0,0,0,1,0,0,0,0,57.36,53.91,63.9,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1511
1,1,0,0,0,1,1,1,1,1,0,66.08,9999,85.04,83.02,9999,0,9999,9999,9999,9999,9999,0.006,0,0.994,0,3,1512
0,1,1,1,1,9999,9999,9999,9999,9999,9999,63.99,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,1518
0,0,0,0,0,0,0,0,0,0,9999,50.43,61.23,66.73,67.89,9999,1,0,0,0,0,0,0,0,0.117,0.883,4,1519
1,1,1,1,1,1,1,1,1,1,9999,59.51,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1520
1,1,1,1,1,1,1,1,1,1,9999,41.28,38.6,43.78,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1521
1,1,1,1,1,1,1,1,1,1,0,44.45,9999,75.15,65.95,66.44,0,1,1,1,1,1,0.957,0.043,0,0,1,1522
1,0,1,0,1,0,0,0,0,0,9999,49.57,47.11,51,9999,62.96,0,1,1,1,1,1,0.048,0.951,0,0.001,2,1526
1,1,1,1,1,1,0,1,1,1,0,57.22,9999,73.42,63.96,9999,0,1,0,1,1,1,0.957,0.043,0,0,1,1527
1,0,1,0,1,1,0,1,0,1,0,55.69,56.92,54.51,70.9,56.44,0,0,1,1,1,0,0.048,0.951,0,0.001,2,1529
0,0,0,0,0,0,0,0,0,0,9999,34.98,49.12,35.93,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1532
1,1,1,1,1,1,1,1,1,1,9999,32.64,9999,35.94,49.56,41.68,0,1,0,1,1,1,0.957,0.043,0,0,1,1533
0,0,0,1,0,1,0,0,0,0,0,60.09,58.84,74.98,79.32,74.43,1,1,0,0,0,1,0,0,0.353,0.647,4,1534
1,0,9999,0,0,1,1,1,1,1,0,65.08,68.69,77,78.66,75.35,1,1,1,1,1,1,0.001,0,0.501,0.498,3,1535
1,1,0,1,1,1,1,1,0,1,9999,9999,9999,54.52,57.92,59,0,1,1,1,1,1,0.58,0.42,0,0,1,1537
0,0,0,0,1,9999,9999,9999,9999,9999,9999,43.02,42.95,9999,79.64,9999,0,1,1,1,1,1,0.001,0.763,0,0.236,2,1541
0,0,0,0,0,1,0,0,0,0,0,47.07,53.9,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1542
1,1,1,1,1,9999,9999,9999,9999,9999,9999,37.03,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1546
1,1,1,1,1,1,1,1,1,1,0,63.88,61.61,9999,72.97,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1547
1,0,0,1,0,1,0,1,1,1,0,58.28,64.3,72.85,79.24,75.28,0,1,1,1,1,1,0.004,0,0.643,0.353,3,1549
1,0,0,0,0,1,0,1,0,0,0,48.74,53.88,53.72,9999,9999,1,1,0,1,1,1,0,0,0.307,0.693,4,1550
1,1,0,1,1,0,0,0,0,0,0,51.57,51.85,67.52,9999,9999,1,9999,9999,9999,9999,9999,0.58,0.42,0,0,1,1551
1,1,1,1,1,1,0,0,0,1,0,39.56,46.83,47.41,42.72,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1552
0,0,0,0,0,9999,9999,9999,9999,9999,9999,31.76,28.8,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1553
0,1,1,1,1,9999,9999,9999,9999,9999,9999,45.8,49.81,9999,56.71,9999,1,9999,9999,9999,9999,9999,0.859,0.141,0,0,1,1558
1,1,1,1,1,1,1,1,1,1,0,85.07,80.48,85.8,91.71,9999,0,1,1,0,1,1,0.957,0.043,0,0,1,1560
1,0,1,1,0,0,0,0,0,0,9999,45.56,43.22,9999,9999,9999,0,9999,9999,9999,9999,9999,0.056,0,0.94,0.005,3,1566
0,1,0,0,0,1,0,0,0,1,0,58.85,56.94,71.15,72.18,9999,1,9999,9999,9999,9999,9999,0.001,0,0.999,0,3,1570
1,0,0,0,1,1,1,0,0,1,0,39.82,47.92,48.78,9999,9999,1,0,0,0,0,0,0.003,0.937,0,0.06,2,1572
0,1,0,1,1,1,0,0,0,0,9999,50.02,63.08,62.24,9999,9999,0,9999,9999,9999,9999,9999,0.275,0.725,0,0,2,1573
0,0,0,0,0,1,1,1,1,1,0,40.44,33.9,50.26,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1575
1,0,0,0,0,1,1,1,1,1,0,44.84,45.91,60.06,51.85,35.71,1,1,1,1,1,1,0,0,0.307,0.693,4,1576
0,0,0,0,0,9999,9999,9999,9999,9999,9999,37.6,52.8,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1577
1,1,0,0,1,0,0,0,0,0,0,43.13,48.35,60.58,65.3,70.16,1,0,1,0,1,1,0.121,0.879,0,0,2,1579
1,1,1,1,1,9999,9999,9999,9999,9999,9999,39.49,55.35,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1580
0,0,1,0,1,9999,9999,9999,9999,9999,0,46.79,40.71,9999,9999,9999,0,9999,9999,9999,9999,9999,0.014,0.982,0,0.004,2,1581
1,1,1,1,0,0,0,0,0,0,9999,40.47,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.65,0,0.35,0,1,1584
0,0,0,0,0,0,0,0,0,0,0,9999,39.72,42.9,45.4,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1586
1,0,1,0,0,0,0,0,0,0,0,52.04,49.82,54.73,59.1,9999,1,0,0,0,0,0,0.002,0,0.977,0.021,3,1587
1,1,0,0,1,9999,9999,9999,9999,9999,9999,37.73,41.38,9999,9999,9999,0,9999,9999,9999,9999,9999,0.121,0.879,0,0,2,1588
0,0,0,0,1,9999,9999,9999,9999,9999,0,46.03,9999,9999,74.77,9999,0,9999,9999,9999,9999,9999,0.001,0.763,0,0.236,2,1590
1,1,1,1,1,0,0,0,0,0,9999,62.76,63,59.71,72.4,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1594
1,1,1,1,1,1,1,0,1,1,9999,67.66,9999,81.45,80.47,68.41,0,1,0,1,1,1,0.957,0.043,0,0,1,1595
1,1,1,1,1,9999,9999,9999,9999,9999,0,44.7,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1598
1,1,1,0,1,1,0,0,0,0,9999,9999,45.38,9999,9999,9999,0,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,1599
1,0,0,0,0,0,0,0,0,0,9999,47.94,60.65,65.16,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,1602
1,0,0,0,0,9999,9999,9999,9999,9999,0,54.68,53.78,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,1606
1,1,1,0,0,0,0,0,0,0,9999,29.14,42.83,48.88,9999,9999,0,9999,9999,9999,9999,9999,0.063,0,0.937,0,3,1607
0,0,0,0,0,9999,9999,9999,9999,9999,0,60.74,9999,9999,69.22,78.72,0,1,1,1,1,1,0,0,0.117,0.883,4,1609
0,1,1,1,1,0,0,0,0,0,9999,52.16,56.07,9999,9999,9999,0,0,0,0,0,0,0.859,0.141,0,0,1,1612
1,0,0,0,0,1,0,0,0,0,9999,35.98,42.85,31.86,39.48,45.49,0,0,0,0,1,0,0,0,0.307,0.693,4,1614
1,0,0,0,0,1,0,0,1,1,0,38.66,42.39,47.56,68.73,9999,0,0,0,0,1,0,0,0,0.307,0.693,4,1615
1,1,1,1,1,9999,9999,9999,9999,9999,9999,39.37,41.45,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1617
0,0,0,0,0,1,1,0,1,1,0,58.44,55.27,68.33,70.12,9999,1,1,1,1,1,1,0,0,0.117,0.883,4,1618
0,0,1,1,0,1,9999,9999,1,1,0,32.14,53.29,47.19,47.49,52.13,0,1,1,1,1,0,0.011,0,0.972,0.017,3,1619
0,0,0,1,1,1,0,0,0,1,0,58.76,56.11,66.85,9999,9999,0,0,0,0,0,0,0.008,0.965,0,0.026,2,1621
0,0,0,0,0,9999,9999,9999,9999,9999,0,46.64,58.62,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1622
0,0,0,0,1,9999,9999,9999,9999,9999,9999,38.93,33.83,9999,9999,9999,1,9999,9999,9999,9999,9999,0.001,0.763,0,0.236,2,1623
1,1,0,1,1,9999,9999,9999,9999,9999,9999,42.29,52.27,9999,9999,9999,0,9999,9999,9999,9999,9999,0.58,0.42,0,0,1,1625
1,1,1,1,1,1,1,1,1,1,0,56.18,59.25,72.83,61.27,57.22,0,1,1,1,0,0,0.957,0.043,0,0,1,1626
0,0,0,0,0,9999,9999,9999,9999,9999,9999,46.33,49.42,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1629
0,0,0,0,0,1,0,1,1,1,0,52.87,56.88,72.56,77.59,79.41,1,1,1,0,1,1,0,0,0.117,0.883,4,1632
0,0,0,0,0,0,0,0,0,0,0,44.34,45.94,54.83,51.1,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1634
1,0,0,0,0,9999,9999,9999,9999,9999,9999,50.46,32.77,9999,9999,61.05,0,1,1,1,1,1,0,0,0.307,0.693,4,1636
1,1,1,1,1,0,1,0,1,1,0,43.27,44.92,39.14,38.35,38.54,0,1,0,1,0,1,0.957,0.043,0,0,1,1639
1,1,1,1,1,9999,9999,9999,9999,9999,0,46.4,43.06,9999,9999,62.62,1,1,1,1,0,0,0.957,0.043,0,0,1,1640
0,0,0,0,0,0,0,0,0,0,0,59.04,62.47,9999,71.84,52.63,1,0,0,0,1,0,0,0,0.117,0.883,4,1641
1,0,0,0,0,9999,9999,9999,9999,9999,9999,38.08,35.92,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,1642
0,0,0,0,0,1,0,0,1,0,9999,65.03,61.17,69.95,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1643
0,0,0,0,0,9999,9999,9999,9999,9999,9999,62.23,62.9,9999,9999,9999,0,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1646
1,1,0,0,1,1,0,0,0,0,0,65.98,65.98,69.69,72.42,80.33,0,1,0,1,1,1,0.121,0.879,0,0,2,1647
0,1,1,0,1,0,1,1,0,0,9999,47.11,51.69,54.47,48.61,9999,1,0,0,0,0,0,0.376,0.624,0,0,2,1649
0,0,9999,0,0,0,0,1,0,0,0,51.51,58.75,72.27,72.09,9999,1,9999,9999,9999,9999,9999,0,0,0.231,0.769,4,1653
0,0,0,0,0,1,0,1,1,0,0,61.03,63.52,77.94,79.7,86.23,1,1,0,1,1,1,0,0,0.117,0.883,4,1654
1,1,1,1,1,9999,9999,9999,9999,9999,0,46.66,52.68,9999,9999,9999,1,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1656
1,0,1,1,1,9999,9999,9999,9999,9999,9999,40.73,50.88,9999,50.48,41.35,0,0,1,0,1,1,0.337,0.663,0,0,2,1657
0,0,0,0,0,9999,9999,9999,9999,9999,0,64.48,70.43,9999,72.07,9999,0,1,1,1,1,1,0,0,0.117,0.883,4,1658
1,0,1,0,0,1,0,1,0,0,0,59.88,65.88,72.67,77.81,9999,1,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,1660
0,0,0,0,0,0,0,0,0,0,9999,56.19,64.81,9999,9999,9999,0,0,0,1,1,1,0,0,0.117,0.883,4,1661
1,0,0,0,0,0,0,0,0,0,9999,53.1,9999,46.61,43.14,9999,0,9999,9999,9999,9999,9999,0,0,0.307,0.693,4,1663
0,0,0,0,0,1,0,1,1,0,0,51.09,59.38,74.69,69.51,73.7,1,1,0,0,0,0,0,0,0.117,0.883,4,1665
0,0,0,0,0,0,0,0,0,0,0,47.94,53.23,70.02,69.02,62.26,1,1,0,1,1,0,0,0,0.117,0.883,4,1667
1,1,1,0,0,1,0,1,0,0,0,65.87,71.99,81.2,85.22,83.75,0,0,1,1,1,0,0.063,0,0.937,0,3,1668
0,0,0,0,1,9999,9999,9999,9999,9999,9999,35.59,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,0.001,0.763,0,0.236,2,1670
1,0,0,1,1,1,1,1,0,0,9999,64.53,71.26,74.04,79.23,78.08,1,0,0,0,1,1,0.031,0.964,0,0.006,2,1671
1,1,1,1,0,9999,9999,9999,9999,9999,0,35.53,45.91,9999,9999,9999,0,9999,9999,9999,9999,9999,0.65,0,0.35,0,1,1672
1,1,0,0,0,9999,9999,9999,9999,9999,0,42.45,36.07,9999,9999,9999,0,0,0,1,1,1,0.006,0,0.994,0,3,1673
1,0,1,0,1,1,1,1,1,1,0,61.86,60.77,73.94,9999,77.61,1,1,0,1,1,1,0.048,0.951,0,0.001,2,1677
1,1,0,0,0,0,0,0,0,0,9999,46.57,9999,9999,9999,9999,0,1,1,1,1,1,0.006,0,0.994,0,3,1678
1,1,1,0,1,9999,9999,9999,9999,9999,9999,33.85,37.62,35.97,9999,9999,0,9999,9999,9999,9999,9999,0.687,0.313,0,0,1,1681
1,1,1,1,1,0,0,0,0,0,0,68.92,63.21,80.48,9999,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1682
1,0,0,0,1,0,0,0,0,0,0,54.44,60.73,61.2,60.88,60.64,0,0,1,0,0,0,0.003,0.937,0,0.06,2,1684
0,0,0,0,0,0,0,0,0,0,0,62.13,65.96,76.57,87.75,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1685
1,0,1,0,0,1,1,1,1,1,0,67.51,63.06,75.57,80.25,9999,0,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,1686
0,0,0,0,0,1,1,1,0,0,9999,58.08,9999,63.16,62.08,63.18,0,0,0,0,1,1,0,0,0.117,0.883,4,1690
1,0,1,0,0,9999,9999,9999,9999,9999,0,66.64,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0.002,0,0.977,0.021,3,1692
0,0,0,0,0,9999,9999,9999,9999,9999,9999,41.45,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1693
1,1,1,1,1,9999,9999,9999,9999,9999,9999,43.78,45.92,9999,59.8,9999,0,9999,9999,9999,9999,9999,0.957,0.043,0,0,1,1694
1,0,1,0,1,0,0,0,0,0,0,51.04,9999,46.43,49.21,54.72,0,0,0,0,0,0,0.048,0.951,0,0.001,2,1695
1,1,1,1,1,1,1,1,1,1,0,54.29,58.5,55.44,64.57,67.69,0,1,1,1,1,1,0.957,0.043,0,0,1,1697
0,0,0,0,1,1,0,1,1,0,0,55.98,58.21,77.74,78.82,86.58,0,1,0,1,1,1,0.001,0.763,0,0.236,2,1701
1,0,0,0,1,9999,9999,9999,9999,9999,0,37.21,60.2,9999,9999,9999,0,9999,9999,9999,9999,9999,0.003,0.937,0,0.06,2,1705
0,0,0,0,0,9999,9999,9999,9999,9999,0,51.29,9999,9999,9999,9999,1,9999,9999,9999,9999,9999,0,0,0.117,0.883,4,1708
